GridName,GridRows,GridColumns,NumOfAgents,NumOfObstacles,InstanceId,BranchingFactor,ObstacleDensity,AvgDistanceToGoal,MaxDistanceToGoal,MinDistanceToGoal,AvgStartDistances,AvgGoalDistances,PointsAtSPRatio,Sparsity,ICTS 3E +ID+AS Success,ICTS 3E +ID+AS Runtime,ICTS 3E +ID+AS Solution Cost,ICTS 3E +ID+AS Expanded,ICTS 3E +ID+AS Generated,ICTS 3E +ID+AS Max Group Size,ICTS 3E +ID+AS Min Group Size,ICTS 3E +ID+AS Max Group,ICTS 3E +ID+AS Solution Depth,EPEA*+ID+AS Success,EPEA*+ID+AS Runtime,EPEA*+ID+AS Solution Cost,EPEA*+ID+AS Expanded,EPEA*+ID+AS Generated,EPEA*+ID+AS Max Group Size,EPEA*+ID+AS Min Group Size,EPEA*+ID+AS Max Group,EPEA*+ID+AS Solution Depth,ICTS 3E +ID Success,ICTS 3E +ID Runtime,ICTS 3E +ID Solution Cost,ICTS 3E +ID Expanded,ICTS 3E +ID Generated,ICTS 3E +ID Max Group Size,ICTS 3E +ID Min Group Size,ICTS 3E +ID Max Group,ICTS 3E +ID Solution Depth,EPEA*+ID Success,EPEA*+ID Runtime,EPEA*+ID Solution Cost,EPEA*+ID Expanded,EPEA*+ID Generated,EPEA*+ID Max Group Size,EPEA*+ID Min Group Size,EPEA*+ID Max Group,EPEA*+ID Solution Depth,
warehouse-10-20-10-2-1,63,161,2,4444,10,25,0.4381347,112.5,180,45,32,40.33333,0.02228138,0.000350938761186173,1,507.3969,225,225,368,1,1,1,0,1,16.1267,225,225,368,1,1,1,0,1,18.9619,225,225,368,1,1,1,0,1,19.8737,225,225,368,1,1,1,0,
warehouse-10-20-10-2-1,63,161,3,4444,10,125,0.4381347,76.6666666666667,92,46,31.33333,37,0.02297151,0.000526408141779259,1,34.2746999999999,230,230,379,1,1,1,0,1,26.6790999999999,230,230,379,1,1,1,0,1,29.2409,230,230,379,1,1,1,0,1,26.3474,230,230,379,1,1,1,0,
warehouse-10-20-10-2-1,63,161,4,4444,10,625,0.4381347,96.25,158,31,29.2,64.9,0.03835157,0.000701877522372346,1,31.2828,385,385,635,1,1,1,0,1,42.7619999999999,385,385,635,1,1,1,0,1,32.4178999999999,385,385,635,1,1,1,0,1,30.2409,385,385,635,1,1,1,0,
warehouse-10-20-10-2-1,63,161,5,4444,10,3125,0.4381347,72.6,152,12,48.13334,55.2,0.03588682,0.000877346902965433,1,34.5292999999999,363,363,687,1,1,1,0,1,35.3378,363,363,687,1,1,1,0,1,35.7148999999999,363,363,687,1,1,1,0,1,34.0834,363,363,687,1,1,1,0,
warehouse-10-20-10-2-1,63,161,6,4444,10,15625,0.4381347,72.3333333333333,195,2,55.76191,57.28571,0.04249236,0.00105281628355852,1,42.0683000000001,434,434,699,1,1,1,0,1,53.7056,434,434,699,1,1,1,0,1,50.645,434,434,699,1,1,1,0,1,49.6141,434,434,699,1,1,1,0,
